uid,domain,text_sha256,gold,source,leaked,text_chars,n_near,n_far,max_gold_sim_near,max_gold_sim_far
clinc:88,clinc,6e8a2f0c6ce8c23f,report fraud,clinc150,0,55,63,63,0.6588,0.4396
clinc:89,clinc,2d75ec47f7638a89,change user name,clinc150,0,21,63,63,0.6414,0.4178
clinc:90,clinc,42b6ca5d6ad74b87,flight status,clinc150,0,43,63,63,0.6443,0.4262
clinc:91,clinc,f51ac59a60b55caf,goodbye,clinc150,0,32,63,63,0.628,0.4498
clinc:92,clinc,5c2d86d229d625ef,text,clinc150,1,47,63,63,0.6446,0.4947
clinc:93,clinc,8eb3d12771790f90,application status,clinc150,0,43,63,63,0.7647,0.4524
clinc:94,clinc,98bb5aca998863f5,no,clinc150,1,18,63,63,0.5131,0.4043
clinc:95,clinc,230a43ef40f869e9,bill due,clinc150,1,31,63,63,0.7306,0.4602
clinc:96,clinc,45442fd91fdea751,who do you work for,clinc150,0,32,63,63,0.6541,0.4663
clinc:97,clinc,9f0f90519bd85051,balance,clinc150,0,44,63,63,0.7274,0.5016
clinc:98,clinc,04e1d604e573dc75,bill due,clinc150,0,42,63,63,0.8048,0.4602
clinc:99,clinc,43cf3da116143b5e,lost luggage,clinc150,0,41,63,63,0.6003,0.4063
clinc:100,clinc,fc06c895031697d2,reminder update,clinc150,0,34,63,63,0.6764,0.4137
clinc:101,clinc,1ab173dfcfe6c204,bill balance,clinc150,0,40,63,63,0.7395,0.4489
clinc:102,clinc,ac8fe463cfda1740,calendar,clinc150,1,49,63,63,0.7472,0.468
clinc:103,clinc,f244d58c46213709,spelling,clinc150,0,41,63,63,0.6595,0.4931
clinc:104,clinc,5115ee4f106f8c00,user name,clinc150,0,28,63,63,0.6414,0.4714
clinc:105,clinc,1c8913903ac6a46a,recipe,clinc150,1,32,63,63,0.6642,0.4459
clinc:106,clinc,9e5fec63267fee73,next holiday,clinc150,0,25,63,63,0.6656,0.4375
clinc:107,clinc,718d9c672bfd556a,food last,clinc150,0,100,63,63,0.6367,0.4378
clinc:108,clinc,4c43b2ee8e29a9fd,confirm reservation,clinc150,0,62,63,63,0.6642,0.4232
clinc:109,clinc,1cb1eb56bc4880f7,bill due,clinc150,0,46,63,63,0.7306,0.4602
clinc:110,clinc,a04611176993c3a2,insurance,clinc150,0,61,63,63,0.725,0.4942
clinc:111,clinc,28a2b04738ec671d,definition,clinc150,0,24,63,63,0.6365,0.445
clinc:112,clinc,5989d1e1b773bfc4,definition,clinc150,0,26,63,63,0.631,0.4478
clinc:113,clinc,a09ef22d46ce3ff1,taxes,clinc150,1,35,63,63,0.7031,0.4689
clinc:114,clinc,f9dbf686c3b35468,shopping list,clinc150,0,28,63,63,0.8082,0.463
clinc:115,clinc,6766912c918636f8,payday,clinc150,0,45,63,63,0.6585,0.4777
clinc:116,clinc,cf11a8eb55ed85c5,how busy,clinc150,1,36,63,63,0.5829,0.4738
clinc:117,clinc,89955c68585ed4ad,roll dice,clinc150,0,38,63,63,0.6823,0.4493
clinc:118,clinc,6ec6de4fa62bf62b,change accent,clinc150,0,38,63,63,0.6036,0.4036
clinc:119,clinc,7dc66d0fc806164d,redeem rewards,clinc150,0,71,63,63,0.6448,0.4393
clinc:120,clinc,d78debc63b9f4502,apr,clinc150,1,48,63,63,0.6533,0.465
clinc:121,clinc,d85be1884280e6c1,traffic,clinc150,1,35,63,63,0.7145,0.4917
clinc:122,clinc,08bedd9164f509b2,exchange rate,clinc150,1,61,63,63,0.7192,0.4445
clinc:123,clinc,7948e1486c6ad3ad,how busy,clinc150,0,29,63,63,0.6927,0.4738
clinc:124,clinc,726bd5172030770a,insurance change,clinc150,0,30,63,63,0.6694,0.42
clinc:125,clinc,dbfa1aee5347aa16,pay bill,clinc150,0,69,63,63,0.817,0.4705
clinc:126,clinc,b1155559d7b27d0a,damaged card,clinc150,0,46,63,63,0.7283,0.4209
clinc:127,clinc,8a3e0d7383e62477,last maintenance,clinc150,0,38,63,63,0.7419,0.4202
clinc:128,clinc,b5b0c5c6c941eea7,whisper mode,clinc150,1,24,63,63,0.5933,0.4381
clinc:129,clinc,39252b15896bdf52,min payment,clinc150,0,51,63,63,0.7356,0.4567
clinc:130,clinc,116dfcccc98ce82a,time,clinc150,1,16,63,63,0.6442,0.4801
clinc:131,clinc,e61a33ef702cd6e8,pto used,clinc150,0,35,63,63,0.8051,0.4528
clinc:132,clinc,9cae1849c378f6f9,jump start,clinc150,0,48,63,63,0.5942,0.4499
clinc:133,clinc,d3bb12c9db299b50,change user name,clinc150,0,42,63,63,0.6845,0.4178
clinc:134,clinc,4cbd329caa7a230f,date,clinc150,1,20,63,63,0.6992,0.4933
clinc:135,clinc,206413ec1cd3f1bc,new card,clinc150,0,42,63,63,0.7244,0.4244
clinc:136,clinc,600a7f9734298d15,next song,clinc150,0,34,63,63,0.6952,0.4383
clinc:137,clinc,754660a6818982b1,credit score,clinc150,1,31,63,63,0.6301,0.4513
clinc:138,clinc,b2b044ba3a195e7d,order status,clinc150,0,39,63,63,0.7647,0.4402
clinc:139,clinc,c081cfe2152f2579,next song,clinc150,0,10,63,63,0.6832,0.4383
clinc:140,clinc,4f8a2ff543ac7303,ingredients list,clinc150,0,26,63,63,0.7322,0.4524
clinc:141,clinc,d8c1da224319b2f5,find phone,clinc150,0,21,63,63,0.6429,0.4305
clinc:142,clinc,064b4b9ab8880a0a,credit limit change,clinc150,0,51,63,63,0.664,0.389
clinc:143,clinc,f33a6ccf605655dc,calendar,clinc150,1,52,63,63,0.7472,0.468
clinc:144,clinc,e2d95729937590af,car rental,clinc150,0,53,63,63,0.6761,0.463
clinc:145,clinc,8868eea96a5aee9c,uber,clinc150,1,58,63,63,0.6812,0.4805
clinc:146,clinc,fc6b2075237a4582,restaurant suggestion,clinc150,0,45,63,63,0.6863,0.4032
clinc:147,clinc,b6b82e7fec58ad85,shopping list,clinc150,1,40,63,63,0.7162,0.4615
clinc:148,clinc,d7e9201e22a54b82,exchange rate,clinc150,0,50,63,63,0.7302,0.4445
clinc:149,clinc,bbb2b9c872086b9e,do you have pets,clinc150,0,30,63,63,0.535,0.4002
clinc:150,clinc,c6922083e776bb16,meeting schedule,clinc150,0,40,63,63,0.6895,0.4232
clinc:151,clinc,108f4776519d1008,report lost card,clinc150,0,54,63,63,0.7283,0.4207
clinc:152,clinc,11de555aadad8458,roll dice,clinc150,0,50,63,63,0.677,0.4493
clinc:153,clinc,10155d407d7a8493,what is your name,clinc150,0,18,63,63,0.6648,0.4556
clinc:154,clinc,fdb77c0b895da3c2,calendar,clinc150,0,30,63,63,0.805,0.468
clinc:155,clinc,9ef96a9c93c8ac34,book flight,clinc150,0,66,63,63,0.7085,0.4313
clinc:156,clinc,05e45a67cb4ec598,do you have pets,clinc150,0,29,63,63,0.5876,0.4002
clinc:157,clinc,941f5b89b136ad32,change language,clinc150,0,20,63,63,0.6803,0.3948
clinc:158,clinc,65dcc52a29ea78b4,cook time,clinc150,0,22,63,63,0.6973,0.412
clinc:159,clinc,d46a46886dfe6884,replacement card duration,clinc150,0,39,63,63,0.6765,0.4161
clinc:160,clinc,c0d881cf57c852b2,order status,clinc150,0,31,63,63,0.7647,0.4402
clinc:161,clinc,585f23dfdcffa71e,direct deposit,clinc150,1,27,63,63,0.7167,0.4332
clinc:162,clinc,27813f55bdb85cff,direct deposit,clinc150,1,40,63,63,0.7167,0.4332
clinc:163,clinc,151e8393e794ba17,time,clinc150,1,41,63,63,0.7825,0.4801
clinc:164,clinc,5bb49070144b1eb0,todo list,clinc150,1,30,63,63,0.732,0.465
clinc:165,clinc,7f8809fc76eb9c97,improve credit score,clinc150,0,55,63,63,0.5618,0.4121
clinc:166,clinc,804e3a4f51bfd5af,bill balance,clinc150,0,66,63,63,0.7395,0.4489
clinc:167,clinc,fe687105154e8350,flight status,clinc150,0,38,63,63,0.6443,0.4262
clinc:168,clinc,36b4e6cf434d3b77,definition,clinc150,0,22,63,63,0.7176,0.4477
clinc:169,clinc,ce76e945299aeb39,international visa,clinc150,0,32,63,63,0.7168,0.4372
clinc:170,clinc,b46af8b392bfbdcf,what are your hobbies,clinc150,0,40,63,63,0.6151,0.4297
clinc:171,clinc,cd29cef4944bb865,change accent,clinc150,0,20,63,63,0.7895,0.404
clinc:172,clinc,c2aac7e1c6b09a12,pto request status,clinc150,0,55,63,63,0.7731,0.4092
clinc:173,clinc,8a4b81fe549aebd1,gas,clinc150,1,35,63,63,0.6735,0.4832
clinc:174,clinc,e8da4d289916b274,flip coin,clinc150,0,34,63,63,0.5938,0.4323
clinc:175,clinc,eb72977c30b90ac4,improve credit score,clinc150,0,40,63,63,0.5618,0.4115
clinc:176,clinc,e8e5822cba182614,alarm,clinc150,1,30,63,63,0.6637,0.5044
clinc:177,clinc,8c9657c5f6e94227,next song,clinc150,1,33,63,63,0.6656,0.4383
clinc:178,clinc,8d2b73d6cd271a82,oil change how,clinc150,0,22,63,63,0.6014,0.4178
clinc:179,clinc,95682ce8074eb938,what are your hobbies,clinc150,0,43,63,63,0.6349,0.4336
clinc:180,clinc,0b77ec874e4057b7,accept reservations,clinc150,0,31,63,63,0.6358,0.4586
clinc:181,clinc,b657a77d8d3495aa,meal suggestion,clinc150,0,35,63,63,0.6596,0.4368
clinc:182,clinc,8c0c4e9a16e3969c,shopping list update,clinc150,0,44,63,63,0.744,0.4112
clinc:183,clinc,63be0c558b9677e0,credit score,clinc150,0,24,63,63,0.5964,0.4513
clinc:184,clinc,4fa102e09c5ebbc5,share location,clinc150,0,25,63,63,0.6975,0.4068
clinc:185,clinc,7c70fc7d16f3bc7f,pto balance,clinc150,0,42,63,63,0.7066,0.4182
clinc:186,clinc,44ce2de6f28ff83e,distance,clinc150,0,53,63,63,0.6623,0.4799
clinc:187,clinc,701a2a58d7a01dd1,alarm,clinc150,1,24,63,63,0.6637,0.5044
clinc:188,clinc,ebfd2e06630451d3,transfer,clinc150,0,68,63,63,0.689,0.4642
clinc:189,clinc,344d7968455b32cc,what song,clinc150,0,64,63,63,0.6858,0.4395
clinc:190,clinc,fb44e970f4be981b,order,clinc150,1,46,63,63,0.7117,0.5
clinc:191,clinc,2122fa707a9f7899,confirm reservation,clinc150,0,42,63,63,0.6642,0.4292
clinc:192,clinc,cd22616956d7fdbc,sync device,clinc150,0,33,63,63,0.568,0.4046
clinc:193,clinc,86649a42a1891fcb,no,clinc150,1,17,63,63,0.8135,0.4043
clinc:194,clinc,7cd366d677f0b166,repeat,clinc150,1,11,63,63,0.649,0.4554
clinc:195,clinc,e9651eeddf1c92d3,travel suggestion,clinc150,0,40,63,63,0.6711,0.3922
clinc:196,clinc,373c7fad18c74112,no,clinc150,0,18,63,63,0.8135,0.4036
clinc:197,clinc,e0d8d460d4282752,credit limit change,clinc150,0,55,63,63,0.664,0.389
clinc:198,clinc,4b00a408a8455d7c,spending history,clinc150,0,50,63,63,0.6401,0.4491
clinc:199,clinc,beccda7534c03687,fun fact,clinc150,0,31,63,63,0.5936,0.4043
goemotions:0,goemotions,ce6fea8a5dc5eab2,confusion,go_emotions,0,89,63,63,0.6593,0.4826
goemotions:1,goemotions,94381cd8605f8be2,disappointment,go_emotions,0,29,63,63,0.7799,0.491
goemotions:2,goemotions,9f704585b943690a,gratitude,go_emotions,0,24,63,63,0.6852,0.4822
goemotions:3,goemotions,e4d7d0a6dcc72739,annoyance,go_emotions,0,22,63,63,0.6951,0.4858
goemotions:4,goemotions,0b5f5e063656b0fc,disapproval,go_emotions,0,67,63,63,0.8258,0.4713
goemotions:5,goemotions,93e69cecbf192155,confusion,go_emotions,0,66,63,63,0.6593,0.4726
goemotions:6,goemotions,447ac68f025bca5f,neutral,go_emotions,0,60,63,63,0.6068,0.4605
goemotions:7,goemotions,1e175fcb31ab7923,neutral,go_emotions,0,57,63,63,0.6068,0.4605
goemotions:8,goemotions,1218d444116db30b,admiration,go_emotions,0,29,63,63,0.781,0.4919
goemotions:9,goemotions,1547409813dbe85c,neutral,go_emotions,0,48,63,63,0.6068,0.4605
goemotions:10,goemotions,93b6443d79793f28,admiration,go_emotions,0,59,63,63,0.781,0.4919
goemotions:11,goemotions,836b07b4adedb70c,neutral,go_emotions,0,94,63,63,0.6068,0.4605
goemotions:12,goemotions,04d4fc4b4a7a0b52,curiosity,go_emotions,0,128,63,63,0.7385,0.4804
goemotions:13,goemotions,c0227b1eee518c75,approval,go_emotions,0,58,63,63,0.6977,0.494
goemotions:14,goemotions,8489698c1ba14235,approval,go_emotions,0,32,63,63,0.6977,0.5021
goemotions:15,goemotions,b459561c691bc330,optimism,go_emotions,0,54,63,63,0.777,0.4944
goemotions:16,goemotions,ec819f711e428749,annoyance,go_emotions,0,36,63,63,0.7065,0.4843
goemotions:17,goemotions,130904794a9c2772,gratitude,go_emotions,0,106,63,63,0.781,0.4818
goemotions:18,goemotions,3f4b14afd2c19f22,sadness,go_emotions,0,83,63,63,0.7799,0.4792
goemotions:19,goemotions,c35dd23c64c36f69,curiosity,go_emotions,0,28,63,63,0.7385,0.4809
goemotions:20,goemotions,4d52edefc3b8971f,surprise,go_emotions,0,67,63,63,0.731,0.4904
goemotions:21,goemotions,fd383ef1a7e6a3dd,neutral,go_emotions,0,46,63,63,0.6068,0.4605
goemotions:22,goemotions,be20a454089ec199,neutral,go_emotions,0,69,63,63,0.6068,0.4605
goemotions:23,goemotions,3b43cfd439193cc7,amusement,go_emotions,0,124,63,63,0.7804,0.5033
goemotions:24,goemotions,aa951a86159125b8,neutral,go_emotions,0,60,63,63,0.6068,0.4605
goemotions:25,goemotions,a48ec4c7d8332758,neutral,go_emotions,0,15,63,63,0.6068,0.4605
goemotions:26,goemotions,d0b3068363982500,neutral,go_emotions,0,118,63,63,0.6068,0.4605
goemotions:27,goemotions,f2db47f9a405b5d3,gratitude,go_emotions,0,91,63,63,0.781,0.484
goemotions:28,goemotions,1b8301fe9e97f721,gratitude,go_emotions,0,40,63,63,0.6852,0.484
goemotions:29,goemotions,1ae4267bef5b0b33,neutral,go_emotions,0,64,63,63,0.6068,0.4605
goemotions:30,goemotions,d3592aaf15d4111a,disapproval,go_emotions,0,21,63,63,0.8258,0.4713
goemotions:31,goemotions,dc2b82a37a2d603e,amusement,go_emotions,0,84,63,63,0.7804,0.5033
goemotions:32,goemotions,6819e3c1aa9ce251,confusion,go_emotions,0,57,63,63,0.6527,0.468
goemotions:33,goemotions,3ca967686480b6c2,neutral,go_emotions,0,28,63,63,0.6068,0.4605
goemotions:34,goemotions,73b3c6f452e48895,curiosity,go_emotions,0,75,63,63,0.7385,0.4809
goemotions:35,goemotions,01f32237888d6284,annoyance,go_emotions,0,126,63,63,0.7065,0.4858
goemotions:36,goemotions,f3daa111a5da2493,neutral,go_emotions,0,48,63,63,0.6068,0.4605
goemotions:37,goemotions,d55dda6ca0b81ff2,neutral,go_emotions,0,57,63,63,0.6068,0.4605
goemotions:38,goemotions,1597775a1e0344bb,disgust,go_emotions,0,46,63,63,0.8258,0.4693
goemotions:39,goemotions,cd954db49e3dce48,neutral,go_emotions,0,46,63,63,0.6068,0.4605
goemotions:40,goemotions,8921fe46305985a0,neutral,go_emotions,0,90,63,63,0.6068,0.4605
goemotions:41,goemotions,09f8a8fbbf9fc87b,admiration,go_emotions,0,114,63,63,0.722,0.4919
goemotions:42,goemotions,cb3de11324841ac0,caring,go_emotions,0,66,63,63,0.6876,0.4817
goemotions:43,goemotions,a0e3f6b58bd0e1f6,sadness,go_emotions,0,14,63,63,0.7313,0.4792
goemotions:44,goemotions,593fb6454a8b335d,neutral,go_emotions,0,13,63,63,0.6068,0.4605
goemotions:45,goemotions,a740a5b84b384671,excitement,go_emotions,0,98,63,63,0.788,0.5004
goemotions:46,goemotions,a64d6d79d47e3b35,neutral,go_emotions,0,15,63,63,0.6068,0.4605
goemotions:47,goemotions,371c44283c7c530a,neutral,go_emotions,0,24,63,63,0.6068,0.4605
goemotions:48,goemotions,4c7f514487e06fc7,fear,go_emotions,0,119,63,63,0.7326,0.4755
goemotions:49,goemotions,224fc87af8b2f29a,pride,go_emotions,0,41,63,63,0.726,0.4841
goemotions:50,goemotions,58b1e593cf1c0161,neutral,go_emotions,0,16,63,63,0.6068,0.4605
goemotions:51,goemotions,12070b1db9666cfd,confusion,go_emotions,0,95,63,63,0.6593,0.4826
goemotions:52,goemotions,84c9140d7e8c2dc1,neutral,go_emotions,0,39,63,63,0.6068,0.4605
goemotions:53,goemotions,3e2c513b0acfa752,sadness,go_emotions,0,149,63,63,0.7799,0.4792
goemotions:54,goemotions,f880f2603dafdb9e,curiosity,go_emotions,0,44,63,63,0.7385,0.4809
goemotions:55,goemotions,2401e7feafc84172,amusement,go_emotions,0,60,63,63,0.7361,0.5033
goemotions:56,goemotions,7ee7f1c66aab67aa,neutral,go_emotions,0,68,63,63,0.6068,0.4605
goemotions:57,goemotions,1162b59fd9d9d9c7,neutral,go_emotions,0,35,63,63,0.6068,0.4605
goemotions:58,goemotions,06d5bc91f5c6b89b,love,go_emotions,0,63,63,63,0.722,0.4899
goemotions:59,goemotions,0a066451804e35c9,disappointment,go_emotions,0,43,63,63,0.731,0.4905
goemotions:60,goemotions,335e842867d9618c,curiosity,go_emotions,0,10,63,63,0.7385,0.4804
goemotions:61,goemotions,291ef4fa39f64a07,gratitude,go_emotions,0,117,63,63,0.6852,0.484
goemotions:62,goemotions,dab28ef04ccd795a,neutral,go_emotions,0,174,63,63,0.6068,0.4597
goemotions:63,goemotions,cd8e35a996eb3114,neutral,go_emotions,0,75,63,63,0.6068,0.4605
goemotions:64,goemotions,faf88f2920272714,neutral,go_emotions,0,74,63,63,0.6068,0.4605
goemotions:65,goemotions,b0456ab4288d2930,disapproval,go_emotions,0,61,63,63,0.8258,0.4713
goemotions:66,goemotions,089e359f1cb52aee,neutral,go_emotions,0,8,63,63,0.6068,0.4605
goemotions:67,goemotions,2e2d27b79bace92b,grief,go_emotions,0,22,63,63,0.686,0.4855
goemotions:68,goemotions,5d02bab562d0cff5,remorse,go_emotions,0,119,63,63,0.7151,0.4751
goemotions:69,goemotions,d3f9b93311ee8c51,caring,go_emotions,0,70,63,63,0.6876,0.4783
goemotions:70,goemotions,eb521c35773d7a03,neutral,go_emotions,0,70,63,63,0.6068,0.4605
goemotions:71,goemotions,316ff2e215c9a025,annoyance,go_emotions,0,183,63,63,0.7065,0.4858
goemotions:72,goemotions,fa9209a13ff9b10c,gratitude,go_emotions,0,75,63,63,0.6852,0.4822
goemotions:73,goemotions,00f19af488eff988,caring,go_emotions,0,29,63,63,0.6876,0.4793
goemotions:74,goemotions,f1290c002b44e985,neutral,go_emotions,0,41,63,63,0.6068,0.4605
goemotions:75,goemotions,cedbc7eccef6baf0,admiration,go_emotions,0,54,63,63,0.722,0.4919
goemotions:76,goemotions,ca346ba38b03943d,neutral,go_emotions,0,14,63,63,0.6068,0.4605
goemotions:77,goemotions,c6ab56ae25b2f35c,neutral,go_emotions,0,45,63,63,0.6068,0.4605
goemotions:78,goemotions,81b883d9335a99fd,joy,go_emotions,1,94,63,63,0.735,0.4733
